,ndcg10_train,recall10_train,mrr10_train,ndcg10_test,recall10_test,mrr10_test,ndcg5_test,recall5_test,mrr5_test
0,0.8873774449347377,0.8570621252385959,0.9446805555555556,0.8590232422187455,0.8278482728297811,0.9092142857142858,0.8206896735954196,0.5911864076512918,0.9085
